id,attributes,currency,price,product_id,store_id
168,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.96, ""estimated_cost_price"": 2559.47}",INR,2990,47,37
169,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.51, ""estimated_cost_price"": 1083.48}",INR,1372,48,44
170,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.45, ""estimated_cost_price"": 1154.81}",INR,1379,48,36
171,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.13, ""estimated_cost_price"": 1058.15}",INR,1252,48,8
172,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.33, ""estimated_cost_price"": 1721.93}",INR,2017,49,6
173,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.47, ""estimated_cost_price"": 1615.67}",INR,1796,49,21
174,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.07, ""estimated_cost_price"": 2014.55}",INR,2281,49,4
175,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.84, ""estimated_cost_price"": 1716.14}",INR,2021,49,39
176,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.53, ""estimated_cost_price"": 178.31}",INR,193,50,44
177,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.08, ""estimated_cost_price"": 172.21}",INR,220,50,43
178,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.97, ""estimated_cost_price"": 196.6}",INR,217,50,6
179,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.87, ""estimated_cost_price"": 162.03}",INR,198,50,33
180,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.54, ""estimated_cost_price"": 165.6}",INR,207,50,26
181,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.86, ""estimated_cost_price"": 2886.02}",INR,3382,51,24
182,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.77, ""estimated_cost_price"": 2397.45}",INR,2687,51,25
183,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.31, ""estimated_cost_price"": 2372.76}",INR,2594,51,1
184,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.86, ""estimated_cost_price"": 2695.3}",INR,3329,51,19
185,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.81, ""estimated_cost_price"": 2432.96}",INR,2820,51,23
186,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.88, ""estimated_cost_price"": 301.9}",INR,343,52,11
187,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.89, ""estimated_cost_price"": 232.27}",INR,279,52,52
188,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.98, ""estimated_cost_price"": 314.43}",INR,379,52,47
189,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.89, ""estimated_cost_price"": 269.33}",INR,339,52,28
190,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.7, ""estimated_cost_price"": 451.09}",INR,530,53,5
191,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.91, ""estimated_cost_price"": 367.93}",INR,458,53,38
192,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.73, ""estimated_cost_price"": 441.93}",INR,508,53,49
193,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.99, ""estimated_cost_price"": 391.39}",INR,428,53,25
194,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.03, ""estimated_cost_price"": 148.96}",INR,170,54,46
195,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.09, ""estimated_cost_price"": 204.13}",INR,248,54,37
196,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.22, ""estimated_cost_price"": 134.87}",INR,160,54,49
197,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.12, ""estimated_cost_price"": 129.1}",INR,162,54,9
198,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.11, ""estimated_cost_price"": 127.09}",INR,158,54,13
199,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.13, ""estimated_cost_price"": 6277.99}",INR,7369,55,15
200,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.45, ""estimated_cost_price"": 5949.73}",INR,7220,55,2
201,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.74, ""estimated_cost_price"": 6301.38}",INR,8060,55,51
202,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.71, ""estimated_cost_price"": 5857.72}",INR,7110,55,1
203,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.78, ""estimated_cost_price"": 6285.44}",INR,7545,55,10
204,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.22, ""estimated_cost_price"": 277.34}",INR,305,56,49
205,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.08, ""estimated_cost_price"": 315.87}",INR,346,56,18
206,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.02, ""estimated_cost_price"": 538.01}",INR,633,57,37
207,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.92, ""estimated_cost_price"": 506.88}",INR,551,57,28
208,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.48, ""estimated_cost_price"": 539.93}",INR,593,57,17
209,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.1, ""estimated_cost_price"": 562.88}",INR,623,57,41
210,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.85, ""estimated_cost_price"": 588.19}",INR,732,57,44
211,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.93, ""estimated_cost_price"": 728.79}",INR,887,58,30
212,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.19, ""estimated_cost_price"": 761.62}",INR,835,58,45
213,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.47, ""estimated_cost_price"": 874.8}",INR,1105,58,9
214,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.26, ""estimated_cost_price"": 1128.77}",INR,1222,58,23
215,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.52, ""estimated_cost_price"": 920.7}",INR,1129,59,19
216,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.68, ""estimated_cost_price"": 836.48}",INR,978,59,34
217,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.58, ""estimated_cost_price"": 928.56}",INR,1114,59,41
218,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.83, ""estimated_cost_price"": 1031.32}",INR,1146,59,5
219,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.2, ""estimated_cost_price"": 223.76}",INR,269,60,18
220,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.86, ""estimated_cost_price"": 211.27}",INR,250,60,44
221,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.12, ""estimated_cost_price"": 212.18}",INR,249,60,45
222,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.12, ""estimated_cost_price"": 245.98}",INR,314,60,24
223,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.64, ""estimated_cost_price"": 270.54}",INR,321,61,27
224,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.86, ""estimated_cost_price"": 258.62}",INR,293,61,22
225,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.89, ""estimated_cost_price"": 240.96}",INR,280,61,11
226,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.4, ""estimated_cost_price"": 311.74}",INR,366,61,7
227,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.94, ""estimated_cost_price"": 326.66}",INR,404,61,14
228,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.75, ""estimated_cost_price"": 575.32}",INR,677,62,31
229,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.44, ""estimated_cost_price"": 594.99}",INR,701,62,23
230,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.92, ""estimated_cost_price"": 4613.83}",INR,5168,63,39
231,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.49, ""estimated_cost_price"": 3923.0}",INR,4637,63,34
232,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.19, ""estimated_cost_price"": 3387.22}",INR,3861,63,49
233,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.12, ""estimated_cost_price"": 3718.41}",INR,4632,63,22
234,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.64, ""estimated_cost_price"": 4304.04}",INR,5215,63,12
235,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.18, ""estimated_cost_price"": 5160.78}",INR,5642,64,14
236,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.35, ""estimated_cost_price"": 4434.32}",INR,4857,64,9
237,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.68, ""estimated_cost_price"": 5109.96}",INR,5806,64,6
238,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.46, ""estimated_cost_price"": 896.61}",INR,1144,65,3
239,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.88, ""estimated_cost_price"": 1175.79}",INR,1417,65,13
240,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.65, ""estimated_cost_price"": 1143.24}",INR,1267,65,7
241,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.8, ""estimated_cost_price"": 804.24}",INR,920,65,51
242,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.61, ""estimated_cost_price"": 1086.36}",INR,1227,65,43
243,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.28, ""estimated_cost_price"": 1950.02}",INR,2454,66,39
244,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.57, ""estimated_cost_price"": 2146.16}",INR,2589,66,14
245,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.13, ""estimated_cost_price"": 963.82}",INR,1176,67,10
246,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.3, ""estimated_cost_price"": 1027.54}",INR,1199,67,55
247,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.03, ""estimated_cost_price"": 9828.58}",INR,12286,68,55
248,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.52, ""estimated_cost_price"": 10790.17}",INR,11948,68,33
249,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.2, ""estimated_cost_price"": 10964.37}",INR,12472,68,50
250,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.82, ""estimated_cost_price"": 495.97}",INR,569,69,46
251,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.86, ""estimated_cost_price"": 467.18}",INR,548,69,13
252,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.82, ""estimated_cost_price"": 490.06}",INR,542,69,19
253,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.18, ""estimated_cost_price"": 90.36}",INR,107,70,24
254,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.66, ""estimated_cost_price"": 109.87}",INR,138,70,45
255,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.62, ""estimated_cost_price"": 91.34}",INR,107,70,38
256,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.88, ""estimated_cost_price"": 106.02}",INR,135,70,12
257,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.69, ""estimated_cost_price"": 102.7}",INR,114,70,29
258,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.78, ""estimated_cost_price"": 4209.96}",INR,4942,71,30
259,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.38, ""estimated_cost_price"": 3756.24}",INR,4776,71,8
260,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.28, ""estimated_cost_price"": 2059.01}",INR,2449,72,36
261,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.74, ""estimated_cost_price"": 2537.25}",INR,3143,72,47
262,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.09, ""estimated_cost_price"": 2537.21}",INR,3029,72,3
263,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.84, ""estimated_cost_price"": 2364.31}",INR,2983,72,6
264,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.5, ""estimated_cost_price"": 5237.46}",INR,5916,73,15
265,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.82, ""estimated_cost_price"": 3753.9}",INR,4322,73,36
266,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.83, ""estimated_cost_price"": 3934.54}",INR,4587,73,27
267,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.64, ""estimated_cost_price"": 5812.49}",INR,6330,73,19
268,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.08, ""estimated_cost_price"": 4481.95}",INR,5546,73,55
269,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.04, ""estimated_cost_price"": 1064.88}",INR,1258,74,26
270,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.44, ""estimated_cost_price"": 1075.88}",INR,1256,74,29
271,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.66, ""estimated_cost_price"": 783.83}",INR,912,75,45
272,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.88, ""estimated_cost_price"": 679.25}",INR,762,75,38
273,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.65, ""estimated_cost_price"": 771.54}",INR,940,75,7
274,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.64, ""estimated_cost_price"": 693.48}",INR,767,75,48
275,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.05, ""estimated_cost_price"": 795.5}",INR,907,75,11
276,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.13, ""estimated_cost_price"": 567.78}",INR,661,76,18
277,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.63, ""estimated_cost_price"": 553.72}",INR,707,76,49
278,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.44, ""estimated_cost_price"": 519.75}",INR,642,76,46
279,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.37, ""estimated_cost_price"": 692.0}",INR,762,76,50
280,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.56, ""estimated_cost_price"": 766.4}",INR,969,76,38
281,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.74, ""estimated_cost_price"": 2662.24}",INR,3396,77,7
282,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.61, ""estimated_cost_price"": 2647.73}",INR,3276,77,8
283,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.58, ""estimated_cost_price"": 2482.48}",INR,2798,77,17
284,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.68, ""estimated_cost_price"": 2708.21}",INR,3022,77,32
285,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.54, ""estimated_cost_price"": 2570.29}",INR,3224,77,15
286,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.86, ""estimated_cost_price"": 334.68}",INR,407,78,39
287,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.88, ""estimated_cost_price"": 273.04}",INR,317,78,44
288,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.51, ""estimated_cost_price"": 243.15}",INR,309,78,21
289,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.28, ""estimated_cost_price"": 247.97}",INR,282,78,10
290,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.58, ""estimated_cost_price"": 249.26}",INR,306,78,20
291,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.52, ""estimated_cost_price"": 146.78}",INR,167,79,52
292,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.49, ""estimated_cost_price"": 170.5}",INR,205,79,35
293,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.14, ""estimated_cost_price"": 148.23}",INR,178,79,2
294,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.77, ""estimated_cost_price"": 143.62}",INR,176,79,49
295,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.3, ""estimated_cost_price"": 3684.08}",INR,4165,80,3
296,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.28, ""estimated_cost_price"": 4291.66}",INR,4642,80,12
297,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.45, ""estimated_cost_price"": 3595.54}",INR,3890,80,36
298,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.82, ""estimated_cost_price"": 4014.58}",INR,4929,80,43
299,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.54, ""estimated_cost_price"": 3720.89}",INR,4470,80,50
300,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.48, ""estimated_cost_price"": 6195.83}",INR,6940,81,37
301,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.1, ""estimated_cost_price"": 7115.9}",INR,8451,81,44
302,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.27, ""estimated_cost_price"": 1299.1}",INR,1586,82,33
303,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.13, ""estimated_cost_price"": 1208.61}",INR,1311,82,4
304,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.09, ""estimated_cost_price"": 990.42}",INR,1199,82,26
305,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.92, ""estimated_cost_price"": 265.73}",INR,323,83,4
306,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.67, ""estimated_cost_price"": 317.65}",INR,396,83,2
307,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.91, ""estimated_cost_price"": 287.97}",INR,361,83,38
308,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.62, ""estimated_cost_price"": 267.02}",INR,334,83,3
309,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.98, ""estimated_cost_price"": 717.56}",INR,792,84,28
310,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.78, ""estimated_cost_price"": 665.17}",INR,740,84,23
311,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.23, ""estimated_cost_price"": 804.74}",INR,878,85,16
312,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.57, ""estimated_cost_price"": 810.88}",INR,963,85,42
313,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.47, ""estimated_cost_price"": 862.07}",INR,951,85,20
314,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.36, ""estimated_cost_price"": 2803.45}",INR,3142,86,2
315,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.08, ""estimated_cost_price"": 2524.03}",INR,3074,86,35
316,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.67, ""estimated_cost_price"": 2374.18}",INR,2723,86,21
317,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.79, ""estimated_cost_price"": 2188.49}",INR,2715,87,45
318,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.88, ""estimated_cost_price"": 1865.02}",INR,2256,87,31
319,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.21, ""estimated_cost_price"": 732.65}",INR,843,88,21
320,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.53, ""estimated_cost_price"": 747.05}",INR,839,88,37
321,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.66, ""estimated_cost_price"": 731.08}",INR,875,88,7
322,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.01, ""estimated_cost_price"": 749.17}",INR,835,88,52
323,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.5, ""estimated_cost_price"": 738.26}",INR,883,88,32
324,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.27, ""estimated_cost_price"": 3683.18}",INR,4136,89,13
325,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.68, ""estimated_cost_price"": 4293.89}",INR,5204,89,32
326,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.56, ""estimated_cost_price"": 3777.04}",INR,4223,89,41
327,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.9, ""estimated_cost_price"": 3733.77}",INR,4173,89,55
328,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.41, ""estimated_cost_price"": 4124.11}",INR,4655,89,51
329,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.71, ""estimated_cost_price"": 3160.28}",INR,4043,90,46
330,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.69, ""estimated_cost_price"": 2484.72}",INR,3055,90,55
331,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.66, ""estimated_cost_price"": 1175.18}",INR,1354,91,37
332,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.84, ""estimated_cost_price"": 1429.44}",INR,1762,91,52
333,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.63, ""estimated_cost_price"": 383.9}",INR,491,92,42
334,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.38, ""estimated_cost_price"": 364.43}",INR,419,92,53
