id,attributes,brand,description,name,sku,category_id
80,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Green"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",HP,HP Smart Watch Pro Green in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,HP Smart Watch Pro Green,E-HP-HSWP-0080,1
81,"{""rating"": 4.4, ""color"": ""White"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Boat,Boat 1080p Webcam Air 42mm in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Boat 1080p Webcam Air 42mm,E-BOAT-B1WA-0081,1
82,"{""rating"": 4.2, ""color"": ""Green"", ""variant"": ""Small"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Milton,Milton Induction Cooktop Neo Small in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Milton Induction Cooktop Neo Small,H&K-MILT-MICN-0082,2
83,"{""rating"": 4.4, ""color"": ""Grey"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Nivea,Nivea Body Lotion Max Black in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivea Body Lotion Max Black,B-NIVE-NBLM-0083,4
84,"{""rating"": 4.8, ""color"": ""Blue"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Mamaearth,Mamaearth Face Serum Pro 10kg in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Mamaearth Face Serum Pro 10kg,B-MAMA-MFSP-0084,4
85,"{""rating"": 4.0, ""color"": ""Green"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Dettol,Dettol Basmati Rice 5kg Core 5kg in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Dettol Basmati Rice 5kg Core 5kg,G-DETT-DBR5-0085,5
86,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Puma,Puma Tennis Balls Set Prime Silver in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Tennis Balls Set Prime Silver,S-PUMA-PTBS-0086,7
87,"{""rating"": 3.8, ""color"": ""Red"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Best Seller""}",Yonex,Yonex Skipping Rope Air 10kg in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Yonex Skipping Rope Air 10kg,S-YONE-YSRA-0087,7
88,"{""rating"": 3.8, ""color"": ""Silver"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",Dettol,Dettol Sunflower Oil 1L Neo Black in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Dettol Sunflower Oil 1L Neo Black,G-DETT-DSO1-0088,5
89,"{""rating"": 4.1, ""color"": ""Grey"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Sony,Sony Gaming Mouse Air Small in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony Gaming Mouse Air Small,E-SONY-SGMA-0089,1
90,"{""rating"": 4.2, ""color"": ""White"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",Cosco,Cosco Tennis Balls Set Neo 10kg in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Cosco Tennis Balls Set Neo 10kg,S-COSC-CTBS-0090,7
91,"{""rating"": 4.2, ""color"": ""Pink"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",US Polo,US Polo Sneakers Lite Silver in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,US Polo Sneakers Lite Silver,F-USPO-UPSL-0091,3
92,"{""rating"": 4.4, ""color"": ""Grey"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Surf Excel,Surf Excel Toor Dal 1kg Neo Blue in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Surf Excel Toor Dal 1kg Neo Blue,G-SURF-SETD-0092,5
93,"{""rating"": 4.1, ""color"": ""Silver"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": null}",Mamaearth,Mamaearth Beard Trimmer Max White in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Mamaearth Beard Trimmer Max White,B-MAMA-MBTM-0093,4
94,"{""rating"": 4.6, ""color"": ""Black"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",OnePlus,OnePlus Wireless Mouse Core 5kg in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,OnePlus Wireless Mouse Core 5kg,E-ONEP-OWMC-0094,1
95,"{""rating"": 4.0, ""color"": ""Black"", ""variant"": ""Medium"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Boat,Boat Tablet Cover Neo Medium in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Boat Tablet Cover Neo Medium,E-BOAT-BTCN-0095,1
96,"{""rating"": 4.9, ""color"": ""Grey"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Adidas,Adidas Men's Casual Shirt Lite White in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Men's Casual Shirt Lite White,F-ADID-AMCS-0096,3
97,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Fortune,Fortune Coffee Jar Pro White in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Coffee Jar Pro White,G-FORT-FCJP-0097,5
98,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Black"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": null}",Cello,Cello Air Fryer Core Black in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Cello Air Fryer Core Black,H&K-CELL-CAFC-0098,2
99,"{""rating"": 3.7, ""color"": ""Red"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Realme,Realme Power Bank Prime Silver in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Realme Power Bank Prime Silver,E-REAL-RPBP-0099,1
100,"{""rating"": 4.3, ""color"": ""Pink"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Surf Excel,Surf Excel Green Tea Pack Prime 2L in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Surf Excel Green Tea Pack Prime 2L,G-SURF-SEGT-0100,5
101,"{""rating"": 4.0, ""color"": ""Grey"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Puma,Puma Sneakers Plus Pink in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Sneakers Plus Pink,F-PUMA-PSPP-0101,3
102,"{""rating"": 4.3, ""color"": ""White"", ""variant"": ""Large"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Butterfly,Butterfly Electric Kettle Core Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Electric Kettle Core Large,H&K-BUTT-BEKC-0102,2
103,"{""rating"": 4.3, ""color"": ""Silver"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Butterfly,Butterfly Water Bottle Plus 42mm in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Water Bottle Plus 42mm,H&K-BUTT-BWBP-0103,2
104,"{""rating"": 4.1, ""color"": ""Blue"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Recommended""}",Cello,Cello Lunch Box Plus 128GB in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Cello Lunch Box Plus 128GB,H&K-CELL-CLBP-0104,2
105,"{""rating"": 3.8, ""color"": ""Green"", ""variant"": ""42mm"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Aashirvaad,Aashirvaad Coffee Jar Pro 42mm in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Aashirvaad Coffee Jar Pro 42mm,G-AASH-ACJP-0105,5
106,"{""rating"": 3.6, ""color"": ""Grey"", ""variant"": ""Red"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": null}",Butterfly,Butterfly Knife Set Plus Red in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Knife Set Plus Red,H&K-BUTT-BKSP-0106,2
107,"{""rating"": 3.9, ""color"": ""Pink"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Best Seller""}",Roadster,Roadster Slim Fit Jeans Edge Silver in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Roadster Slim Fit Jeans Edge Silver,F-ROAD-RSFJ-0107,3
108,"{""rating"": 4.4, ""color"": ""Green"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",HarperCollins,HarperCollins DBMS Interview Guide Air Silver in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,HarperCollins DBMS Interview Guide Air Silver,B-HARP-HDIG-0108,6
109,"{""rating"": 4.2, ""color"": ""White"", ""variant"": ""Large"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Adidas,Adidas Leather Wallet Edge Large in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Leather Wallet Edge Large,F-ADID-ALWE-0109,3
110,"{""rating"": 3.7, ""color"": ""Pink"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Dove,Dove Hair Oil Prime 256GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Hair Oil Prime 256GB,B-DOVE-DHOP-0110,4
111,"{""rating"": 4.2, ""color"": ""Grey"", ""variant"": ""Pink"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",HarperCollins,HarperCollins Machine Learning Handbook Ultra Pink in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,HarperCollins Machine Learning Handbook Ultra Pink,B-HARP-HMLH-0111,6
112,"{""rating"": 4.2, ""color"": ""Grey"", ""variant"": ""Black"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",Adidas,Adidas Yoga Mat Edge Black in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Yoga Mat Edge Black,S-ADID-AYME-0112,7
113,"{""rating"": 3.8, ""color"": ""Black"", ""variant"": ""Medium"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Maggi,Maggi Toor Dal 1kg Edge Medium in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Maggi Toor Dal 1kg Edge Medium,G-MAGG-MTD1-0113,5
114,"{""rating"": 4.2, ""color"": ""Blue"", ""variant"": ""42mm"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Boat,Boat Tablet Cover Ultra 42mm in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Boat Tablet Cover Ultra 42mm,E-BOAT-BTCU-0114,1
115,"{""rating"": 4.1, ""color"": ""Black"", ""variant"": ""Small"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",US Polo,US Polo Formal Belt Neo Small in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,US Polo Formal Belt Neo Small,F-USPO-UPFB-0115,3
116,"{""rating"": 3.7, ""color"": ""Red"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Adidas,Adidas Dumbbell Pair Plus 10kg in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Dumbbell Pair Plus 10kg,S-ADID-ADPP-0116,7
117,"{""rating"": 4.2, ""color"": ""Red"", ""variant"": ""256GB"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Biotique,Biotique Perfume Max 256GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Biotique Perfume Max 256GB,B-BIOT-BPM2-0117,4
118,"{""rating"": 4.3, ""color"": ""Blue"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Pearson,Pearson DBMS Interview Guide Air 256GB in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Pearson DBMS Interview Guide Air 256GB,B-PEAR-PDIG-0118,6
119,"{""rating"": 4.5, ""color"": ""Pink"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",US Polo,US Polo Leather Wallet Ultra 256GB in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,US Polo Leather Wallet Ultra 256GB,F-USPO-UPLW-0119,3
120,"{""rating"": 4.5, ""color"": ""Red"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Milton,Milton Mixer Grinder Lite Pink in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Milton Mixer Grinder Lite Pink,H&K-MILT-MMGL-0120,2
121,"{""rating"": 3.6, ""color"": ""Black"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Lakme,Lakme Shampoo Max 42mm in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Lakme Shampoo Max 42mm,B-LAKM-LSM4-0121,4
122,"{""rating"": 3.8, ""color"": ""Grey"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Yonex,Yonex Football Ultra Red in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Yonex Football Ultra Red,S-YONE-YFUR-0122,7
123,"{""rating"": 4.3, ""color"": ""White"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Pearson,Pearson Cloud Computing Basics Lite Red in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Pearson Cloud Computing Basics Lite Red,B-PEAR-PCCB-0123,6
124,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""10kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",Nivia,Nivia Resistance Bands Edge 10kg in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivia Resistance Bands Edge 10kg,S-NIVI-NRBE-0124,7
125,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Wonderchef,Wonderchef Induction Cooktop Core 5kg in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Wonderchef Induction Cooktop Core 5kg,H&K-WOND-WICC-0125,2
126,"{""rating"": 4.9, ""color"": ""Red"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Pigeon,Pigeon Air Fryer Ultra 128GB in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Pigeon Air Fryer Ultra 128GB,H&K-PIGE-PAFU-0126,2
127,"{""rating"": 4.3, ""color"": ""Pink"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Realme,Realme Tablet Cover Lite 128GB in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Realme Tablet Cover Lite 128GB,E-REAL-RTCL-0127,1
128,"{""rating"": 4.5, ""color"": ""Green"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Levi's,Levi's Sneakers Ultra Pink in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Sneakers Ultra Pink,F-LEVI-LSUP-0128,3
129,"{""rating"": 4.4, ""color"": ""Grey"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Nivea,Nivea Lipstick Lite 256GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivea Lipstick Lite 256GB,B-NIVE-NLL2-0129,4
130,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""Small"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Dove,Dove Lipstick Neo Small in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Lipstick Neo Small,B-DOVE-DLNS-0130,4
131,"{""rating"": 4.0, ""color"": ""Pink"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Milton,Milton Cookware Set Max 2L in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Milton Cookware Set Max 2L,H&K-MILT-MCSM-0131,2
132,"{""rating"": 4.4, ""color"": ""White"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Levi's,Levi's Slim Fit Jeans Pro 10kg in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Slim Fit Jeans Pro 10kg,F-LEVI-LSFJ-0132,3
133,"{""rating"": 3.8, ""color"": ""Black"", ""variant"": ""White"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Wonderchef,Wonderchef Mixer Grinder Plus White in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Wonderchef Mixer Grinder Plus White,H&K-WOND-WMGP-0133,2
134,"{""rating"": 4.0, ""color"": ""Black"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",L'Oreal,L'Oreal Perfume Prime 2L in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,L'Oreal Perfume Prime 2L,B-LORE-LPP2-0134,4
135,"{""rating"": 3.9, ""color"": ""Pink"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Noise,Noise Smartphone Case Core White in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Noise Smartphone Case Core White,E-NOIS-NSCC-0135,1
136,"{""rating"": 4.1, ""color"": ""Pink"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Puma,Puma Badminton Racket Max Pink in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Badminton Racket Max Pink,S-PUMA-PBRM-0136,7
137,"{""rating"": 4.9, ""color"": ""Grey"", ""variant"": ""Grey"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Dove,Dove Shampoo Neo Grey in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Shampoo Neo Grey,B-DOVE-DSNG-0137,4
138,"{""rating"": 3.4, ""color"": ""Red"", ""variant"": ""5kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Arihant,Arihant Data Structures Guide Neo 5kg in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Arihant Data Structures Guide Neo 5kg,B-ARIH-ADSG-0138,6
139,"{""rating"": 4.3, ""color"": ""Green"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Levi's,Levi's Cotton T-Shirt Max Pink in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Cotton T-Shirt Max Pink,F-LEVI-LCTM-0139,3
140,"{""rating"": 3.5, ""color"": ""Pink"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Aashirvaad,Aashirvaad Detergent Powder 2kg Plus Black in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Aashirvaad Detergent Powder 2kg Plus Black,G-AASH-ADP2-0140,5
141,"{""rating"": 3.9, ""color"": ""Black"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Milton,Milton Air Fryer Max Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Milton Air Fryer Max Large,H&K-MILT-MAFM-0141,2
142,"{""rating"": 4.5, ""color"": ""Green"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",McGraw Hill,McGraw Hill Machine Learning Handbook Lite 42mm in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,McGraw Hill Machine Learning Handbook Lite 42mm,B-MCGR-MHML-0142,6
143,"{""rating"": 4.1, ""color"": ""Pink"", ""variant"": ""Small"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",OnePlus,OnePlus Mechanical Keyboard Lite Small in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,OnePlus Mechanical Keyboard Lite Small,E-ONEP-OMKL-0143,1
144,"{""rating"": 3.7, ""color"": ""Green"", ""variant"": ""Green"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",O'Reilly,O'Reilly Cyber Security Essentials Air Green in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,O'Reilly Cyber Security Essentials Air Green,B-OREI-OCSE-0144,6
145,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Green"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Decathlon,Decathlon Dumbbell Pair Neo Green in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Decathlon Dumbbell Pair Neo Green,S-DECA-DDPN-0145,7
146,"{""rating"": 4.3, ""color"": ""White"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Tata,Tata Biscuits Family Pack Pro 5kg in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Tata Biscuits Family Pack Pro 5kg,G-TATA-TBFP-0146,5
147,"{""rating"": 3.8, ""color"": ""Pink"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Philips,Philips Electric Kettle Neo 256GB in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Philips Electric Kettle Neo 256GB,H&K-PHIL-PEKN-0147,2
148,"{""rating"": 4.2, ""color"": ""Blue"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Dove,Dove Hair Oil Max Silver in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Hair Oil Max Silver,B-DOVE-DHOM-0148,4
149,"{""rating"": 4.1, ""color"": ""Blue"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Yonex,Yonex Cricket Bat Max 42mm in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Yonex Cricket Bat Max 42mm,S-YONE-YCBM-0149,7
150,"{""rating"": 3.9, ""color"": ""Silver"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Dettol,Dettol Peanut Butter Ultra Blue in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Dettol Peanut Butter Ultra Blue,G-DETT-DPBU-0150,5
151,"{""rating"": 4.9, ""color"": ""Grey"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": null}",O'Reilly,O'Reilly Machine Learning Handbook Edge Blue in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,O'Reilly Machine Learning Handbook Edge Blue,B-OREI-OMLH-0151,6
152,"{""rating"": 4.3, ""color"": ""Blue"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Levi's,Levi's Women's Running Shoes Ultra White in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Women's Running Shoes Ultra White,F-LEVI-LWRS-0152,3
153,"{""rating"": 3.4, ""color"": ""White"", ""variant"": ""Pink"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": null}",Maybelline,Maybelline Lipstick Neo Pink in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Maybelline Lipstick Neo Pink,B-MAYB-MLNP-0153,4
154,"{""rating"": 4.2, ""color"": ""Grey"", ""variant"": ""Green"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Zara,Zara Sneakers Max Green in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Zara Sneakers Max Green,F-ZARA-ZSMG-0154,3
155,"{""rating"": 3.9, ""color"": ""Green"", ""variant"": ""10kg"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",Surf Excel,Surf Excel Toor Dal 1kg Prime 10kg in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Surf Excel Toor Dal 1kg Prime 10kg,G-SURF-SETD-0155,5
156,"{""rating"": 4.4, ""color"": ""Red"", ""variant"": ""Grey"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Fortune,Fortune Peanut Butter Neo Grey in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Peanut Butter Neo Grey,G-FORT-FPBN-0156,5
157,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Lakme,Lakme Face Wash Ultra Black in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Lakme Face Wash Ultra Black,B-LAKM-LFWU-0157,4
158,"{""rating"": 4.1, ""color"": ""White"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Recommended""}",Cello,Cello Vacuum Flask Pro Small in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Cello Vacuum Flask Pro Small,H&K-CELL-CVFP-0158,2
159,"{""rating"": 4.3, ""color"": ""Silver"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Nike,Nike Slim Fit Jeans Ultra 128GB in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Nike Slim Fit Jeans Ultra 128GB,F-NIKE-NSFJ-0159,3
